Unnamed: 0,contextId,context,question
19,39972858-810a-47f0-8649-ae2ae6006654," The Academic Upgrading (A751) program is a free program offered by the college, funded by the Employment Ontario branch of the Ministry of Labour, Immigration, Training and Skills Development (MLITSD). It helps students upgrade their skills in communications, math, and science to prepare for college-level post-secondary programs, apprenticeship, or employment. Students have access to academic advising and career counselling, and may be eligible for a transportation allowance. The program delivery is flexible with both full-time and part-time options available, running year-round with classes starting every seven weeks. Students create an individualized learning plan based on their life, academic, and career goals, and the length of the program varies based on initial assessment, specific goals, and individual progress. Prior to starting the program, a reading and writing assessment is required to determine literacy levels and program eligibility. The college offers several Academic Upgrading program streams in Communications, Math, and Science, including Foundations, ACE (Academic and Career Entrance), Pre-ACE, ACE Business Math, ACE Apprenticeship Math, ACE Technology Math, physics, chemistry, and biology. Completing courses in this program can earn students Academic and Career Entrance (ACE) designation.",",
9. What determines the length of the Academic Upgrading program?"
41,7df6fe58-e67e-4ad5-8164-d1bcd7263415," The text provides information about various programs and services offered by George Brown College for academic upgrading. Here are the key facts extracted from the text:

1. To apply for the Academic Upgrading Program, learners need to complete an application form and attend a reading and writing assessment. Appointments for assessments can be made during information sessions. Assessment sessions are held weekly throughout the year as space permits.
2. Contact information for the Academic Upgrading program: phone number 416-415-5000, ext. 3560 and email address upgradinginfo@georgebrown.ca.
3. George Brown College offers a free week-long CHOICES class for exploring different options for post-secondary programs and careers. The class is offered at St. James Campus. For more information, visit the CHOICES page or email choices@georgebrown.ca.
4. Interested individuals can take a free three-week Mature Student Assessment Preparation class if they plan to write the Mature Student Assessment. Register online or email msap@georgebrown.ca.
5. George Brown College offers tuition-free Degree Bridging (U-level) courses for individuals who are thinking of applying to a degree program but are missing a prerequisite course. These courses are offered throughout the year in English, math, sciences and biology and are accepted by George Brown College and Curriculum Services Canada as U-level equivalent courses for entrance to George Brown degree programs (currently not accepted for entrance to Ryerson BScN program and course credits are not transferrable to universities or other institutions). Register for U-Level here.
6. ACE level classes in math, sciences, computers and communications are available online through the ACE Distance Program.
7. George Brown College offers Academic Upgrading for Deaf and hard-of-hearing adults. For more information, visit Deaf Learn.
8. If you are a Deaf or hard-of-hearing adult and would like to study online, you can join Deaf Learn.","_
7. What online ACE level classes are available through George Brown College's ACE Distance Program?"
47,7e229b3f-95f5-4bfa-8311-dc8886de7b53," If you are interested in studying online as an adult with hearing difficulties, you can check out Deaf Learn Now at George Brown College. They offer Academic Upgrading program areas including Choices, Mature Student Assessment Preparation and Degree Bridging classes.

Related programs available include Practical Nursing (S121), Pre-Health Sciences Pathway to Certificates and Diplomas (A109), and Dental Hygiene (S134).

You can visit the campus, book a campus tour or info session, and sign up to receive tailored resources for application. The form requires your first name, last name, email address, and domestic or international status along with your country. You must have JavaScript enabled to use the form and agree to receive email communications from George Brown College.",", 
3. What are some related programs available at George Brown College aside from Deaf Learn Now?"
15,68cbf1d6-6626-4054-8057-cff8d083540c," The Academic Upgrading Program for Deaf and Hard-of-Hearing Adults (A752) is a tuition-free program offered by Ontario community colleges, specifically designed for Deaf and hard-of-hearing students. It has intakes in January and September, and acceptance is based on an ASL and English assessment and interview. The program offers classes delivered in American Sign Language (ASL), including Math courses at various levels and American Sign Language I.

This program is funded by Employment Ontario through the Ministry of Labour, Immigration, Training and Skills Development (MLITSD). Students have access to required courses such as ENGL 7071 - Pre-Foundations Communications, ENGL 7073 - Foundations Communications, MATH 7068 - ACE Workplace Mathematics, MATH 7070 - Pre-Ace Mathematics, MATH 7072 - Financial Literacy, MATH 7136 - ACE Mathematics for Business, MATH 7137 - ACE Mathematics for Apprenticeship, and MATH 7138 - ACE Math for Technology. Additionally, students can take ASL 7000 - American Sign Language – ASL 1, and PREP 7142 - Career and Life Planning.

The program aims to deliver both vocation or discipline-specific learning outcomes and essential employability skills, including communication, numeracy, critical thinking and problem-solving, information management, interpersonal and personal skills. There are no fees for this program as it is funded by Employment Ontario through the Ministry of Labour, Training and Skills Development (MLTSD).",3. How is acceptance into this program determined?
19,68cbf1d6-6626-4054-8057-cff8d083540c," The Academic Upgrading Program for Deaf and Hard-of-Hearing Adults (A752) is a tuition-free program offered by Ontario community colleges, specifically designed for Deaf and hard-of-hearing students. It has intakes in January and September, and acceptance is based on an ASL and English assessment and interview. The program offers classes delivered in American Sign Language (ASL), including Math courses at various levels and American Sign Language I.

This program is funded by Employment Ontario through the Ministry of Labour, Immigration, Training and Skills Development (MLITSD). Students have access to required courses such as ENGL 7071 - Pre-Foundations Communications, ENGL 7073 - Foundations Communications, MATH 7068 - ACE Workplace Mathematics, MATH 7070 - Pre-Ace Mathematics, MATH 7072 - Financial Literacy, MATH 7136 - ACE Mathematics for Business, MATH 7137 - ACE Mathematics for Apprenticeship, and MATH 7138 - ACE Math for Technology. Additionally, students can take ASL 7000 - American Sign Language – ASL 1, and PREP 7142 - Career and Life Planning.

The program aims to deliver both vocation or discipline-specific learning outcomes and essential employability skills, including communication, numeracy, critical thinking and problem-solving, information management, interpersonal and personal skills. There are no fees for this program as it is funded by Employment Ontario through the Ministry of Labour, Training and Skills Development (MLTSD).",7. Which essential employability skills does this program aim to deliver?
27,d03e2802-ba94-497c-b7e8-776f05d7f308," The Ministry of Labour, Training and Skills Development (MLTSD) offers a Deaf Academic Upgrading Program that is not eligible for OSAP funding. This program is intended for Deaf and hard-of-hearing students who are 19 years old or older and use American Sign Language (ASL). The application process involves completing an application form and passing admission testing and an interview in ASL and English.

The office for the Academic Upgrading Program for Deaf and hard-of-hearing adults is located within the School of Work and College Preparation at George Brown College, specifically on the 6th floor of the ""H"" building at 341 King Street East in Toronto, Ontario. Students can contact the intake staff via email at deafupgrading@georgebrown.ca for application-related queries.

George Brown College also offers related programs such as American Sign Language and Deaf Studies (C114), Academic Upgrading (A751), and Honours Bachelor of Interpretation (American Sign Language – English) (C302). Prospective students can learn more about these programs by visiting the Deaf Learn Now area on campus or booking a campus tour.

To apply for any program, students must provide their first name, last name, and email address, along with specifying whether they are domestic or international applicants and their country of origin. They also need to agree to receive email communications from George Brown College.",",
4. What are the methods of contact available for application-related queries in this program?"
22,1d6b669b-bc04-44fc-95bd-a99f7aa95841," The text provides information about a college program for screen acting. The program aims to provide students with essential skills needed to succeed in the field through various training methods and explores emerging technologies. Student selection is competitive and based on auditions and interview questions, with a requirement to maintain a minimum academic standing and passing grades in acting. Graduates can apply for membership in ACTRA within one year and potentially pursue further study in screenwriting and narrative design. The first semester required courses include Basics of Acting, Movement I, Actor as Artist I, Speech I, Improvisation, Mise-en-Scène & Film Structures, and Communicating Across Contexts. (Note: No specific factual information like years or emails were extracted from the text.)",", What is Improvisation training used for?"
0,30d8735f-1a88-4521-a0bf-8e4396014c61," Program Name: Acting for Media
Code: P107
Credential: Ontario College Diploma
Duration: 2 years (4 semesters)
Method of Study: Full-time
Starting Months: January, September
Domestic Tuition: $6,263.00 *
International Tuition: $19,760.00 **
Centre: Arts, Design & Information Technology
School: Media & Performing Arts
Location: St. James Campus
Program Type: Acting
Industry Focus: Media
Credential Level: Diploma
Program Length: 2 years
Tuition Fees:
- Domestic Students: $6,263.00 per year
- International Students: $19,760.00 per year
Program Availability:
- Fall 2024: Open (Domestic and International)
- Winter 2025: Open (Domestic and International)
Related Programs: Theatre Arts – Performance (P104), Media Acting - Graduate Intensive (P707), Theatre Arts-Preparation (P108)",What is the name of this acting program for media?
47,f1b339a1-62e4-4471-8ac3-5b472b2398be," Program Learning Outcomes:
- The graduate is able to present himself/herself for employment as a professional actor and meet industry standards and ethics.
- Create a character based on screenplays, storyboards, and commercial copy.
- Develop believable characters appropriate for roles and technological requirements.
- Convey and sustain truth of character using relevant technical skills with emotional depth and clarity throughout production.
- Work collaboratively with agents, casting directors, producers, directors, and film crews.
- Apply strategies for personal, career, and professional development to enhance work performance and maintain industry currency.
- Employ improvisational skills for problem-solving and character development.
- Prepare materials showcasing skills as both an actor and entrepreneur.
- Perform the activity required for characters according to recorded media.

Tuition & Fees:
- Domestic Tuition: $6,263.00 (for programs starting Fall 2023)
- International Tuition: $19,760.00 (for programs starting Fall 2024)

Additional Costs:
- Amounts listed are the estimated total of tuition, materials, student service and ancillary fees for the first two semesters. Fees are subject to change.

Audition Fee:
- $50 (payable in cash or money order only) when arriving for audition.

Financial Assistance:
- This program is approved for OSAP funding if applicant meets eligibility criteria.","If yes, who meets the eligibility criteria?"
0,b1b97212-5ae9-46d3-b23d-ae0561821721," Program Name: Advanced French Patisserie
Code: H413
Credential: Ontario College Graduate Certificate
Method of Study: Full-time
Duration: 3 semesters
Starting Months: May
Domestic Tuition: $16,370.00
International Tuition: $36,445.00
Location: St. James Campus
Program Offered In: Canada and France
Partnership with: École Nationale Supérieure de Pâtisserie (ENSP), Ducasse school

Program Availability:
Semester 2024-2025: Not Available (Domestic & International)
Semester 2025: Open (International), Opens Aug 6, 2024 (Domestic)

Related Programs: Baking and Pastry Arts Management (H113), Baker / Patissier Apprentice Program (H600), Culinary Arts – Italian (Postgraduate) (H411)",What is the name of this advanced program?
