Unnamed: 0,contextId,context,question
33,a84399c1-13bd-4585-987a-f7983efe772f, The text does not contain any factual information related to the program offered by George Brown College.,What is George Brown College known for?
7,4da7b85b-6db3-458a-9fc8-f073e76da46f," The text does not contain any explicit information about the programs offered by George Brown College. However, it mentions that the reader can ""Sign Up Now"" to learn more about the college and be kept informed about application deadlines, college news, upcoming events, tours, and more. It also provides contact information for inquiries: 416-415-2000, TTY: 1-877-515-5559, ask.george@georgebrown.ca. The text encourages readers to contribute toward a more inclusive learning and working environment at the college. It also includes information about their land acknowledgment and a link to visit their social media hub.",8. Where can I find George Brown College on social media?
1,ee7fbd56-16a8-4f12-8382-dd3e34a15d0d," The text does not contain any specific information about programs offered by George Brown College or any factual information such as years, numbers, emails, or names. It only mentions that the information on the website is subject to change and students are responsible for verifying fee requirements.",", 
2. What is the responsibility of students regarding fee requirements on the George Brown College website?"
10,f4086238-dfa5-4749-9338-696a5136feb5," George Brown College has been named Toronto's best college for the second consecutive year in the NOW Magazine Readers’ Choice poll for 2021. The college offers 164 full-time programs and 180 continuing education certificates/designations. It is located in downtown Toronto and is known for providing hands-on education with real-world learning experiences. The publication, NOW Magazine, has been publishing news, events, and reviews since 1981. For more information, visit the college's website or sign up for updates. George Brown College can be reached at 416-415-2000 or TTY: 1-877-515-5559. The email address is ask.george@georgebrown.ca. The college's social media hub can also be visited. The information contained in the website is subject to change without notice.",Is the information on the college's website subject to change?
27,ae5967e2-8605-40c0-9592-63dacc9cc9a4," The text mentions that June marks Indigenous History Month in Canada. It also discusses the concept of intersectionality, which was coined by Kimberlé Crenshaw in 1889. There is no specific information about programs offered by the college mentioned in the text.

There are contact details provided, including phone numbers (416-415-2000 and TTY: 1-877-515-5559) and email address (ask.george@georgebrown.ca). The text also encourages signing up for college news and updates, and includes links to visit the social media hub.

Additionally, the text contains a disclaimer stating that the information on the website is subject to change without notice and should not be viewed as a representation or warranty. It advises students to verify George Brown College fee requirements.","., Does the information on the George Brown College website come with a disclaimer, what should students be aware of according to this disclaimer?"
0,1fc89207-f15e-4bcd-9ada-e0405d9ed376," The Office of Anti-Racism, Equity, and Human Rights Services (OAREHRS) at George Brown College is organizing focus groups for 2SLGBTQIA+ students to amplify their voices and experiences, promote inclusion, and build initiatives and policies. Each focus group will last for 2 hours and will include reflection, sharing, and brainstorming sessions. Students are required to pre-register through Eventbrite and confirm a minimum of 5 participants to hold a session. The focus groups will be held near gender inclusive washrooms and will maintain a safer space. Participants will receive a gift card upon completion and in-person gatherings will include a meal. Focus group dates and times can be found on Eventbrite, and for more information or access needs, students can contact diversity@georgebrown.ca. The spaces will only be open to members of the 2SLGBTQIA+ community and opening activities will center around creating and maintaining a safer space. Registration is required as sessions may be cancelled if minimum attendance is not met. For more information about the college, land acknowledgment, and updates, students can sign up on the website or contact ask.george@georgebrown.ca. The phone numbers for general inquiries and TTY are 416-415-2000 and 1-877-515-5559 respectively.

Key Information:
- Focus groups for 2SLGBTQIA+ students at George Brown College
- Each focus group lasts for 2 hours
- Students must pre-register through Eventbrite
- Minimum attendance of 5 participants required to hold a session
- Gender inclusive washrooms and safer spaces will be provided
- Participants will receive a gift card upon completion
- In-person gatherings include a meal
- Focus groups will only be open to members of the 2SLGBTQIA+ community
- Registration is required as sessions may be cancelled if minimum attendance is not met
- For more information or access needs, contact diversity@georgebrown.ca
- Sign up for college news, updates, tours and more on the website
- Contact ask.george@georgebrown.ca for more information
- Phone numbers: 416-415-2000 (general inquiries) and 1-877-515-5559 (TTY)",1. Where can 2SLGBTQIA+ students at George Brown College sign up for focus groups?
0,7909ce32-d736-4292-843f-31c1fb16fce3," The George Brown College has offices dedicated to creating equitable, inclusive, and safe environments for Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer, Intersex and Asexual (2SLGBTQIA+) members of their community. These offices are located at 200 King St. East, Room 246, Toronto ON M5A 3W8; 160 Kendal Ave., Building C, Room C221, Toronto ON M5T2T9; and 51 Dockside Dr., Room 230, Toronto ON M5A1B6.

The services offered include resources and support related to human rights complaints, diversity and inclusion advice, and sexual violence response. The contacts for these services are: St. James - Human Rights Advisor (416-415-5000 ext. 4609), Sexual Violence Response Advisor (415-415-5000 ext. 3450), Casa Loma - (416-415-5000 ext. 4585), and Waterfront - (416-415-5000 ext. 5370. All services are confidential.

The Office of Anti-Racism, Equity and Human Rights Services assists all students, staff and administration that study and work at the college. The contact email is diversity@georgebrown.ca.

The college has offices for anti-racism, equity and human rights services at the following addresses: 200 King St. East, Room 246D, Toronto ON M5A 3W8; 160 Kendal Ave, Building C, Room C221, Toronto ON M5T2T9; and 51 Dockside Dr., Room 230, Toronto ON M5A1B6.

The services are open to all students, staff, and administration at the college. The phone number for general inquiries is 416-415-2000 and TTY is 1-877-515-5559. The email address for information and inquiries is ask.george@georgebrown.ca. The college has a social media hub that can be visited for more information.

The information contained in this website is subject to change without notice.",1. Where are the offices for 2SLGBTQIA+ members located at George Brown College?
1,8801688e-db13-480f-9a0c-0b5939ef9056," The LLC Laptop Loan Policy at George Brown College has undergone changes as of December 18, 2023. The location for inquiries or applications is at Building B, 2nd Floor, Room 216, 300 Adelaide Street East, Toronto ON M5A 1N1. Contact information includes phone number 416-415-5000 ext. 6179 and TTY: 1-877-515-5559. The nearest subway station is King.

Additional contact details are 416-415-2000 and ask.george@georgebrown.ca. George Brown College's website contains information subject to change without notice, and it is the students' responsibility to verify fee requirements.",", What is the phone number to reach the LLC Laptop Loan Policy office at George Brown College?"
5,44831c28-c366-402d-9f7c-0ac63283bc9e," The LLC Laptop Loan Policy of George Brown College has undergone changes as of December 18, 2023. The policy-related information can be found on Library News & Services. The contact details for the LLC are:

Address: Building H, 3rd Floor, Room 367, 341 King Street East, Toronto ON M5A 1L1, Canada
Phone number: 416-415-5000 ext. 4950 (local) or 1-877-515-5559 (TTY)
Email: ask.george@georgebrown.ca
Website: Visit Our Social Media Hub

The nearest subway station is King. The phone numbers and email are for inquiries related to the LLC specifically. It's important to note that the information contained on the website may change without notice, and students should verify George Brown College fee requirements.",6. What is the email address for inquiries related to George Brown College LLC?
5,690fcb6a-c733-4fb9-ac1e-92643a7995aa," Changes to LLC Laptop Loan Policy effective December 18, 2023. (No specific information extracted related to the college program.)

3D printing services are now available at St. James and Casa LLCCs.
Costs $3 per hour and is available between Monday–Friday, 10am–4pm.
Print jobs exceeding 4 hours may not be approved and wait times vary depending on the length of the queue.
Designs can be made or downloaded from websites such as Thingiverse or YouMagin.
Use of 3D printer is limited to lawful purposes only, and printing weapons, unsafe or offensive objects, sexually-explicit materials, and intellectual property rights infringement is prohibited.
Only library staff have hands-on access to the 3D printers.

Contact information:
Phone: 416-415-2000
TTY: 1-877-515-5559
Email: ask.george@georgebrown.ca
Social Media Hub: Available on the website

Note: Information contained in this website is subject to change without notice and should not be considered as a representation, offer or warranty. Students are responsible for verifying George Brown College fee requirements.",",
6. From where can students download designs for the 3D printer?"
0,fc010c4e-04c4-4fba-8fee-0d286a223741," The text does not contain any factual information directly related to the programs or offerings of George Brown College. However, there is contact information provided for inquiries and sign ups:

Email: ask.george@georgebrown.ca
Phone numbers: 416-415-2000 (regular), 1-877-515-5559 (TTY)
Social Media Hub: Visited twice in the text but no specific links or handles provided.
Application deadlines, college news, upcoming events, and tours information can be accessed by signing up on the website.",1. How do I contact George Brown College for inquiries and sign ups?
5,f5a76ef3-a796-4e47-87e6-bf4caea9203f," The ""5 to Watch 2023"" event has concluded and the following organizations won awards: Golf Canada, Project 8 (twice), XMC, Toronto Blue Jays, Canadian Tire, Hockey Canada, Professional Women’s Hockey League, NBA Canada, and Project 8 again. This annual fundraiser, unique to Canada, has raised over $400,000 in student scholarship funds. Interested individuals can learn about the awards, view partners, learn more about land acknowledgment, and sign up for updates by visiting the website or social media hub. Contact information: 416-415-2000 (voice) and 1-877-515-5559 (TTY), ask.george@georgebrown.ca. The content of this website is subject to change without notice, and it should not be considered a representation or warranty; students are responsible for verifying George Brown College fee requirements.",6. What email address can be used to contact George Brown College?
10,b8eeaf0f-bfd1-469a-8dce-0d786cd2d7af," Brown College: fee requirements.

No specific information about fees or requirements was provided in the text. If there is a need to extract this information from another source or page, please let me know and I will be happy to help.",", Is financial aid available for students in George Brown College and what are the eligibility criteria?"
27,6830655c-e49e-4eb5-84c0-90f67f6e857c," The Ontario Colleges of Applied Arts and Technology Act, 2002 establishes George Brown College as a learner-focused institution committed to excellence, accountability, diversity, equity, and inclusion. The college holds itself responsible for environmental, social, and resource sustainability. Contact information includes phone number 416-415-2000, TTY 1-877-515-5559, email address ask.george@georgebrown.ca, and social media hub. The college's commitment to diversity, equity, and inclusion includes creating a sense of belonging for all stakeholders and acknowledging the indigenous peoples on whose traditional territories the college is located. Prospective students can sign up for updates about application deadlines, college news, upcoming events, tours, and more. However, the text does not provide factual information related to specific programs offered by George Brown College.",", On which traditional territories is George Brown College located?"
1,befb7131-cfa3-41cc-b5e5-cd94e51c93f8," Aaron Berhane was a journalist and human rights advocate who co-founded Eritrea's first independent newspaper, earned a Master's degree from Ryerson University, taught at George Brown College, published a newspaper in Toronto about Eritrean issues, and volunteered with PEN Canada for 15 years. In 2019, he received Humber College’s PEN Writer-in-Residence fellowship and was appointed Chair of the Writers-in-Exile Committee at PEN Canada in the year after.

The Aaron Berhane Memorial Student Scholarship has been created in his memory. Funds raised for this scholarship will be combined with the De La Salle Bursary, allowing more George Brown College students to receive financial assistance and achieve their educational and career goals. Donations to this scholarship are tax-deductible and all funds go directly to supporting the scholarship.

For additional information on the scholarship or to make a donation, please contact Gabriella Goutam at gabriella.goutam@georgebrown.ca or 416-415-5000 ext. 3289.

Awards and Fellowships: Humber College’s PEN Writer-in-Residence fellowship (2019), Chair of the Writers-in-Exile Committee at PEN Canada (2020)

Degrees: Master's degree from Ryerson University

Educational Institutions: Eritrea’s first independent newspaper, Ryerson University, George Brown College, Toronto Star, PEN Canada

Scholarship: Aaron Berhane Memorial Student Scholarship

Contact Information: Gabriella Goutam (gabriella.goutam@georgebrown.ca, 416-415-5000 ext. 3289)",", Which educational institutions was Aaron Berhane associated with?"
5,e8674cbd-ffb1-4d5c-91b6-910101ca8c37," The Career Services team at George Brown College supports students and alumni in achieving their career goals through the newly launched Career Development Model (CDM). this model includes reflecting, discovering, connecting, creating, and developing. Students can explore career interests, create networking and job search plans, develop personal branding, prepare for mock interviews, and more with the help of Career Advisors. The CDM aligns with George Brown’s Human Skills Framework (HSF), which focuses on a growth mindset, lifelong learning, and equity & anti-racism. The college provides online Impact Reports based on previous academic years' data. Contact information: 416-415-2000, TTY: 1-877-515-5559, ask.george@georgebrown.ca, and social media hub. Sign up to receive updates on application deadlines, college news, events, tours, etc. The information on the website is subject to change without notice. For accurate fee requirements, students are advised to verify with George Brown College.",",
6. What focuses the Human Skills Framework (HSF) at George Brown College?"
8,b70d404a-edcb-4881-b8e9-b67fe7f53d12," The Black Student Success Network (BSSN) is a student-driven initiative at George Brown College, established in response to research showing a significant number of Black students were leaving their programs early in the School of Social and Community Services. The network started as a pilot project in the 2016-17 academic year, supporting only students in Social and Community Services programs. Following student feedback, BSSN expanded its support to other programs and campuses across the college in Fall 2017. The goal is to develop best practices and guidelines for supporting, engaging, and retaining a growing number of ""diverse"" students. The contact email for feedback is bssn@georgebrown.ca. Students can sign up for updates on application deadlines, college news, upcoming events, tours, and more via the website. The phone numbers are 416-415-2000 and TTY: 1-877-515-5559. The email for general inquiries is ask.george@georgebrown.ca. The information on the website is subject to change without notice.",", Is the information on the BSSN website subject to change?"
7,0e0f350f-a2b5-4204-925e-9b764c1a169e," The Clinical Pre-placement Office at George Brown College is responsible for administering the health form process for students in the Community Services and Health Sciences (CSHS) programs. These students are required to meet certain medical and non-medical requirements specified by the college for clinical placements or practice settings in various schools including School of Social & Community Services, School of Dental Health, School of Health & Wellness, School of Health Services Management, Sally Horsfall Eaton School of Nursing, and Continuing Education programs.

Students are required to undergo a vulnerable sector police record check screening conducted by George Brown College in cooperation with Regional Police Service and RCMP before having direct contact with children or vulnerable people. Without a satisfactory police record check, students may not be allowed to participate in practicum assignments.

George Brown College has retained Registered Nurse services through ParaMed Extendicare for reviewing confidential Clinical Pre-placement Health Forms and supporting documents of CSHS students to ensure they meet academic program requirements and are eligible for clinical or field placements. Students are responsible for bearing the costs associated with completing health form requirements and Paramed services fees.

Contact information:
- Phone: 416-415-2000, TTY: 1-877-515-5559
- Email: ask.george@georgebrown.ca

Website Disclaimer: Information on the website is subject to change without notice and should not be considered as a representation, offer or warranty. Students are advised to verify George Brown College fee requirements.","(options: phone, email),
8. Is the information on the George Brown College website subject to change without notice?"
0,f2afcdbc-2226-49b7-a6dd-bdc7fcc4dd3e," Winter 2024 Program Delivery: Learn more about how the Winter 2024 programs will be delivered.
Contact Information:
- Phone: 416-415-2000, Toll-free in Canada and USA: 1-800-265-2002
- Email: Not explicitly stated in the text
- TTY: 1-877-515-5559
Program Delivery Mode (not specific programs): Winter 2024
Land Acknowledgment: Learn more about our land acknowledgment.",What is the delivery mode for Winter 2024 programs?
0,bbd50261-ff9c-4b0e-82b5-f9c332fa416b," The Daphne Cockwell Centre for Health Sciences at George Brown College is located in downtown Toronto, overlooking the Toronto harbour. It was built to emphasize interprofessional team-based education and is equipped with state-of-the-art labs and classrooms, informal learning spaces, rooftop terraces, and supports emerging themes in health care delivery in Ontario.

George Brown College offers programs for students throughout their health careers, from entry to practice to postgraduate studies and professional development. The college operates health and wellness clinics called WAVE (Wellness, Applied Research and Visionary Education), which provides access to real clients for students to practice their skills in a controlled environment. Appointments can be made by visiting the WAVE client services reception on the third floor of the Daphne Cockwell Centre for Health Sciences at 51 Dockside Dr., calling (416) 415-4547, or emailing for scheduling.

The WAVE clinics include a Dental Clinic, Hearing Clinic, Fitness Studios, Active Living Clinic, and Health Promotion. The Simulation Centre in the Daphne Cockwell Centre for Health Sciences provides students with opportunities to learn in environments that mirror real-world settings, including hospital and long-term care environments and a replicated bachelor apartment (Health eHome). The Simulation Centre partners with other educational institutions, health-care facilities, and related associations such as Baycrest Hospital, CAMH, Emily’s House, and Philip Aziz Centre.

Programs offered: Throughout their health careers, from entry to practice to postgraduate studies and professional development. Specific programs are not mentioned in the text.",What programs does George Brown College offer for students in the health field?
0,5b0152bb-198c-48a7-b188-a72281a950f1," The George Brown College Foundation is a separately incorporated registered charity established in 1984 that serves as the primary fundraising vehicle for George Brown College. The Foundation is guided by a volunteer Board of Directors and is located at 200 King Street East, St. James Campus, Toronto, ON M5A 3W8. Key contacts include Cindy Gouveia (President), Gordon Cressy (Senior Advisor), Ana Maria Faria (Director of Development & Communications), Max Ramirez (Manager - Finance & Administration), Oksana Morosovska (Database Manager and Finance Associate), Breanna Roycroft (Senior Development Officer), Alla Steen (Research Officer), Stephanie Rendulic (Development Officer Annual Giving), Alexis Goncalves (Development Coordinator, Donor Relations), Trinity Zhang (Fundraising Development Coordinator), and the George Brown College Foundation. The Foundation raises money to support student success through scholarships, bursaries, and awards as well as larger initiatives that strengthen the College's ability to offer programs for specific industries and professions. No specific program information was mentioned in the text.",* Who serves as the primary fundraising vehicle for George Brown College?
0,eb409991-f94e-4e41-9023-63f4d051ba9f," The Text provides information about the TLC (The Learning Commons) at George Brown College. It offers both in-person and online tutoring for students. Students can access various academic support services to develop core skills needed for success in their courses. Services are provided by a team of TLC Advisors and trained and certified TLC Peer Tutors. The text also provides contact information including phone number, email address, and social media hub links. Additionally, it mentions that the information on the website is subject to change without notice and encourages students to verify college fee requirements. No specific programs offered by the college are mentioned in the text.

EXTRACTED INFORMATION:
- TLC offers in-person and online tutoring
- Provides academic support for George Brown College students
- Services provided by a team of TLC Advisors and trained and certified TLC Peer Tutors
- Contact Information: 416-415-2000, ask.george@georgebrown.ca, Social Media Hub
- Website information is subject to change without notice
- Students responsible for verifying college fee requirements.",What services does the TLC at George Brown College provide for students?
7,1889f8a4-4fda-4548-ac42-2cdeb1f3e8f6," The George Brown College Public Safety and Security Division is made up of 24/7 on-duty security professionals monitoring and patrolling over 1.9 million square feet of college buildings. There are surveillance cameras located throughout the premises. All Security guards are trained in Emergency First Aid/CPR and receive training in Mental Health First Aid, Positive Space, and scenario training. Security guards respond to immediate threats and de-escalate conflict situations. The Public Safety and Security Coordinators are licensed Private Investigators who conduct thorough investigations, manage risk, and monitor case developments. They are certified in Emergency Management, Threat Assessment, and Incident Management, among other qualifications. George Brown College has a strong relationship with Toronto Police Services, Ontario Provincial Police, and all City of Toronto emergency services to enhance campus safety.

Contact information:
- Phone number: 416-415-2000
- TTY number: 1-877-515-5559
- Email address: ask.george@georgebrown.ca

Note: The information contained in the website is subject to change without notice and should not be viewed as a representation, offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", 
8. Where can students verify George Brown College fee requirements?"
1,df1f7ac1-fe7c-41d8-bd65-417746379ba0," Winter 2024 Program Delivery: Learn more about how the Winter 2024 programs will be delivered.
Contact Information:
- Telephone: 416-415-2000, 1-800-265-2002 (toll-free in Canada and USA)
- TTY: 1-877-515-5559
Email: Not explicitly mentioned in the text.
Program delivery mode for Winter 2024 is not specified in the text. However, there's a mention of ""Learn more"" to know about it.
Land Acknowledgment: Learn more about George Brown College's land acknowledgment.
Disclaimer: The information contained in this website is subject to change without notice. It should not be viewed as a representation, offer or warranty. Students are responsible for verifying George Brown College fee requirements.",", Can you provide toll-free numbers for inquiries about Winter 2024 programs from Canada and USA?"
7,c76166eb-7fb1-4049-b5f4-3c1649c5a6d4," George Brown College offers a variety of programs. Users can search for programs using the program finder tool based on subject matter, academic centre, and credential. The Entry Advising team is available to answer questions about choosing a program, admission requirements, and application processes. Interested individuals can sign up to receive information about application deadlines, college news, events, tours, and more. Contact information: 416-415-2000, TTY: 1-877-515-5559, ask.george@georgebrown.ca. The college's social media hub can also be visited for additional information. Please note that the information on this website is subject to change without notice and students are responsible for verifying George Brown College fee requirements.",", Who is responsible for verifying George Brown College fee requirements?"
1,f40eddd0-b355-484a-afb9-62b650c855c9," There is no explicit mention of the programs offered by George Brown College in the given text. However, there are contact details provided for inquiries:

Phone number: 416-415-2000
TTY number: 1-877-515-5559
Email address: ask.george@georgebrown.ca
Social media hub: [Link not provided in the text]

Additionally, there is a mention of signing up to receive application deadlines, college news, upcoming events, and tours. This may indicate that prospective students can sign up for more information related to specific programs or applications.

There's also a disclaimer stating that the information contained on the website is subject to change without notice. Students are encouraged to verify George Brown College fee requirements.","Sign up to receive application deadlines, college news, upcoming events, and tours. We look forward to welcoming you to our vibrant and diverse community!

Contact Us:
Phone number: 416-415-2000
TTY number: 1-877-515-5559
Email address: ask.george@georgebrown.ca
Social media hub: [Link not provided in the text]

[Disclaimer]
Please note that the information contained on this website is subject to change without notice. We encourage you to verify George Brown College fee requirements for the most up-to-date and accurate information.?"
1,878dcc03-06bf-457c-b32a-a61908611a97," Based on the provided text, there is no explicit mention of any program or key information related to the college that can be extracted. Therefore, the extracted information would be an empty text.",", Is there any mention of specific programs in the text?"
0,353db69b-b1d7-4c49-b662-2f55bed25dff," The following academic centers at George Brown College have orientation sessions for new students beginning in the coming term:

1. School of Computer Technology: January 5, 2024
2. School of Fashion Studies: January 5, 2024
3. School of Design: January 3, 2024
4. School of Media: January 4, 2024
5. School of Marketing
6. School of Human Resources
7. School of Management
8. School of Accounting and Finance
9. Sally Horsfall Eaton School of Nursing: January 5, 2024
10. School of Health Services Management: Not specified
11. School of Early Childhood: C100 Early Childhood Education and C148 Early Childhood Education – January 5, 2024
12. Angelo DelZotto School of Construction Management: Not specified
13. School of Apprenticeship and Skilled Trades: Not specified
14. School of Mechanical Engineering: Not specified
15. School of Architectural Studies: Not specified
16. George Brown Chef School: Not specified
17. School of Hospitality & Tourism Management: Not specified
18. School of Work & College Preparation: Not specified
19. School of Liberal Arts & Sciences: Not specified

If you missed your orientation, contact your faculty for advice on how to access the recording (if available). Some schools have specific orientation dates mentioned in the text, while others do not.",Which schools at George Brown College have orientation sessions starting from January 2024?
9,29a037bd-c2f3-4fd8-8022-041013129292, George Brown College: responsible for verifying fee requirements.,2. Which other responsibilities does George Brown College have besides verifying fee requirements?
