Id,Context,file_path
1705971360858990000," Program Name: Honours Bachelor of Commerce (Financial Services)
Code: B302
Credential: Honours Bachelor's Degree
Method of Study: Full-time
Duration: 4 years (8 semesters in-class plus 1 Co-op Work Term)
Starting Months: January, September
Domestic Tuition: $8,701.00 *
International Tuition: $20,357.00 **
Centre: Business
School: Accounting & Finance
Location: St. James Campus
Experiential Learning: Work Experience Required
Program Description: A four-year business degree program in Toronto developed with employers to prepare graduates for success in the financial services industry. Students can choose from an Accounting or Financial Planning specialization after the first year of studies. * Domestic tuition is subject to change. ** International tuition is subject to change and does not include additional fees.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858990000," The Centre for Business programs at George Brown College offers a Honours Bachelor of Commerce (Financial Services) degree. This program provides work-integrated learning experiences amounting to no less than 14 weeks of full-time equivalent work (420 hours). Students can complete this experience in one block or multiple cumulative blocks.

The curriculum includes accounting, banking management, administration, financial planning theory, and practice application. The facility is equipped with network-ready wireless classrooms and study areas. The Center for Business programs are accredited by the Accreditation Council for Business Schools and Programs (ACBSP). George Brown College now has 14 accredited diploma, advanced diploma, and degree programs in Accounting & Finance, HR, Management, and Marketing.

Work experience is mandatory as part of this program. The Honours Bachelor of Commerce (Financial Services) degree includes co-op experiences that amount to no less than 14 weeks of full-time equivalent work (420 hours). This work experience usually occurs between the sixth and seventh semesters, and all 420 hours must be completed before the seventh semester.

Field education partners for the Financial Services degree include financial institutions, accounting and accounting-related organizations, small businesses, not-for-profit organizations, government offices, and major corporations. George Brown College works with employers and industry partners to identify potential work experience opportunities. Students are encouraged to pursue self-directed industry work experiences as well.

This valuable work experience can be added to the student's resume. The organizations mentioned above engage as field education partners for the Financial Services degree.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858990000," The George Brown College offers various programs in the field of commerce with a focus on financial services. Some of these programs include the Honours Bachelor of Commerce (Financial Services) degree, B322 Accounting program, and B302 Financial Planning program.

Graduates of the Honours Bachelor of Commerce (Financial Services) degree can find employment in various business sectors such as banks, financial institutions, government offices, and service organizations. Some of the potential job titles include financial services representative, associate financial planner, personal banker, and financial advisor.

The B322 Accounting program is accredited by Chartered Professional Accountants (CPA) of Ontario and prepares graduates for admission into the CPA Professional Education (PEP) program. The B302 Financial Planning program is approved by FP Canada and covers the core and advanced curriculum required to take the CFP examination.

Graduates of these programs may also wish to pursue additional credentials or certifications in the financial services sector such as Qualified Associate Financial Planner (QAFP) through FP Canada, Canadian Securities Course (CSC) through the Canadian Securities Institute, and Life License Qualification Program (LLQP) through Oliver’s Learning or another approved provider.

Effective April 1, 2022, CFP Certification requires a minimum bachelor’s degree. For more information regarding the CPA and CFP designations, please visit their respective websites.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858991000," Extracted Information:

The Honours Bachelor of Commerce degree offered at the college requires students to complete 41 courses and 1 Integrated Work Experience in total. This includes 33 mandatory courses and 8 Liberal Arts courses of their choice from the Arts and Humanities, Social Science or Science & Technology.

Year one students must complete common degree courses which include: BCOM 1001 - Applied Business Communication, BBUS 1001 - Canadian Business Fundamentals, BMTH 1003 - Financial Mathematics, BBUS 1006 - Microeconomics: Canada in the Global Environment, and select one Liberal Studies Elective. At the end of year one, students select their major.

The text provides information on the Financial Planning Major (B302) for years two and beyond. In year two, students take courses such as BMTH 1002 - Statistical Methods, BMTH 1003 - Investments I, BFSM 1101 - Canadian Financial Systems, BFPL 1001 - Retirement Planning, BACC 3002 - Income Taxation I, and BACC 1002 - Introduction to Financial Accounting. Additionally, students take Work Experience Prep. Course (BCOP 1000) and a Liberal Studies Elective in Semester 4.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858991000," Year 2, Semester 3:
- Pre-requisite: BACC 1002
- Course Name: Intermediate Accounting I

Year 3, Semester 5:
- Course Name: Financial Services Marketing
- Pre-requisite: BBUS 1001, BACC 3004, BACC 1002

Year 3, Semester 6:
- Course Name: Personal Risk Management
- Pre-requisite: NONE
- Course Name: Corporate Finance II
- Pre-requisite: BACC 3004, BACC 2104, BACC 3102

Year 4, Semester 7:
- Course Name: Corporate Governance and Compliance
- Pre-requisite: NONE
- Course Name: Investment Management
- Pre-requisite: BFPL 2102, BFPL 2103
- Course Name: Intermediate Financial Planning
- Pre-requisite: BFPL 3001, BFSM 2001

Year 4, Semester 8:
- Course Name: Advanced Personal Financial Planning
- Pre-requisite: BFPL 3006, BFPL 4002
- Course Name: Portfolio Management
- Pre-requisite: BFPL 3002
- Course Name: Human Resources Management
- Pre-requisite: BBUS 1106
- Course Name: Small Business Management
- Pre-requisite: BLAW 2004

Majors: Accounting (B322)",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858991000," The text provides a list of courses and their prerequisites for different semesters in a college program. Here's the extracted information:

Semester 4:
- Code: BACC 2101, Course Name: Intermediate Accounting II
- Pre-requisite: BACC 2001
- Code: BACC 2103, Course Name: Managerial Accounting II
- Pre-requisite: BACC 2003
- ...
- Liberal Studies Elective

Semester 5:
- Code: BACC 3002, Course Name: Income Taxation I
- Pre-requisite: BACC 1002
- Code: BCMP 2007, Course Name: Business Management Information Systems
- Pre-requisite: BACC 1002
- ...
- Integrated Work Experience or Academic Work Term (14 weeks)

Semester 6:
- Code: BACC 3003, Course Name: Advanced Managerial Accounting
- Pre-requisite: BACC 2103
- Code: BACC 3105, Course Name: Intermediate Accounting III
- Pre-requisite: BACC 2101
- Liberal Studies Elective

Semester 7:
- Code: BACC 3102, Course Name: Advanced Accounting I
- Pre-requisite: BACC 3105
- Code: BBUS 1002, Course Name: Marketing Management
- No prerequisite
- ...
- Liberal Studies Elective

Semester 8:
- Code: BBUS 4001, Course Name: Operations Management
- Pre-requisite: BMTH 2001
- Code: BFSM 4002, Course Name: Management Decision Making
- No prerequisite
- Liberal Studies Elective

The text does not provide any information about the specific program offered by the college.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858991000," Program Learning Outcomes:
- Communicate information and concepts clearly and concisely using appropriate methods
- Work effectively in teams to achieve goals and manage projects
- Solve business problems through data interpretation
- Evaluate various factors for strategic decisions
- Formulate sound arguments using critical research evaluation
- Develop financial solutions using models
- Assess financial performance and prepare reports
- Adhere to professional, legal and ethical codes of conduct
- Use business software to manage data and create reports
- Demonstrate awareness of uncertainty and ambiguity

Courses:
- BFSM 4002: Management Decision Making
- BBUS 1106
- BACC 3112: Advanced Accounting II
- BACC 3102: Liberal Studies Elective

Program Fees:
- Domestic Tuition: $8,701.00 (for first two semesters of programs starting Fall 2022)
- International Tuition: $20,357.00 (for first two semesters of programs starting Fall 2023)
- Additional Costs: subject to change for later program starts

Industry-credentialing exams:
- Canadian Securities Course I and II (CSC I and CSC II) (Financial Planning Specialization)",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858991000," Canadian Securities Course I and II (CSC I and CSC II) are offered by the college. Students or graduates can take the Certified Financial Planner® (CFP®) Exam or the Qualified Associate Financial Planner (QAFP®) Exam, an approved LLQP training course, and write the LLQP provincial examination. The fees for external exams are additional costs.

The program is approved for OSAP funding for applicants who meet OSAP eligibility criteria.

Admission Requirements:
- Applicants require an Ontario Secondary School Diploma with six grade 12 University (U) or University/College (M) courses, including grade 12 (U) English and grade 12 (U) mathematics, with a minimum grade of 60% in all prerequisite courses.
- An overall average of 65% in six grade 12 (U) or (M) courses is recommended, along with basic computer software applications and Mathematics of Data Management (MDM4U).
- Mature students (19 years old or older and no OSSD) require a grade 12 (U) English and grade 12 (U) mathematics, with a minimum grade of 65%, and post-secondary courses in English and mathematics may be considered.

English language proficiency: George Brown College ESL Level 9; TOEFL iBT score of 79 or IELTS Academic score of 6.0 (with no band below 5.5).",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858992000," * George Brown College has set English language proficiency requirements for applicants, including ESL Level 9, TOEFL scores of 84 overall and 21 in each skill band (online), IELTS scores of 6.5 overall and 6.0 in each skill band, MELAB score of 85, and CAEL writing score of 60.
* Applicants may need to complete English testing to demonstrate proficiency.
* Some college and university credits may qualify for exemptions; more information can be found on the transfer guide.
* George Brown has been granted consent by the Ministry of Colleges and Universities to offer an applied degree, with a renewal application expected 12 months prior to the expiration of the consent.
* Domestic students should apply through Ontario Colleges, while international students should apply through the George Brown College Online Application System.
* Information sessions for domestic students are held regularly; sign up for an upcoming session on the website.
* For inquiries about domestic admission requirements, deadlines, or the admissions process, contact the Admissions Office at [admissions@georgebrown.ca](mailto:admissions@georgebrown.ca) or visit the Admissions section.
* International students can contact a recruitment representative by booking a virtual meeting or submitting an inquiry on the International Contact Us page.
* For financial aid-related inquiries, contact the Financial Aid Office at [FinAid@georgebrown.ca](mailto:FinAid@georgebrown.ca) or visit the Financial Aid section.
* Advising for various program options is available; contact the Entry Advising office for advice.

No explicit mention of the program offered by the college was found in the text.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
1705971360858992000," Programs and Contacts:

1. Centre for Business:
   - Email: business@georgebrown.ca
   - Phone: (416) 415-5000 ext. 2160
   - Honours Bachelor of Commerce (Financial Services):
      - Financial Planning specialization: Niraj Sinha, program co-ordinator, Email: Niraj.Sinha@georgebrown.ca
      - Accounting specialization: Mohammad Khan, program co-ordinator, Email: Mohammad.Khan@georgebrown.ca
   - International students: Contact international recruitment representatives by booking a virtual meeting or submitting an inquiry.

2. Programs offered at the School of Accounting and Finance:
   - Honours Bachelor of Commerce (Financial Services)
   - Business – Accounting (B103)
   - Business Administration – Finance (B130)
   - Business Administration – Accounting (B107)

3. Campus locations:
   - St. James Campus
   - 200 King St. E.
   - 290 Adelaide St. E.
   - Toronto, Ontario, Canada

4. Testimonial from Hussain Mirza:
   - Graduated with an Honours Bachelor's Degree
   - Took the Canadian Securities Course as part of the degree
   - Prepared to write Certified Financial Planner exam right after graduation
   - Moved up at TD quickly due to education
   - Recommends the program to anyone.",scraped_pages/programpages2023/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2023.txt
