Id,Context,file_path
1705971360201424000," Program Name: Business Administration – Finance
Code: B130
Credential: Ontario College Advanced Diploma
Duration: 3 years (6 semesters)
Starting Months: January, September
Domestic Tuition: $3,888.00 *
International Tuition: $17,925.00 **
School: Accounting & Finance
Location: St. James Campus
Program Description: Prepares students with specialized knowledge and skills for careers in the financial services sector.
Skills gained after completion: Help clients achieve their life goals through financial advising, preparing comprehensive financial plans, analyzing financial reports, advising on tax obligations and risk management, and having a broad understanding of all areas of business.
Related Programs: Financial Planning (Postgraduate) (B407), Business Administration – Finance (with work experience) (B150), Business – Accounting (B103)",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201425000," The Centre for Business at George Brown College offers a Business Administration – Finance program, which is part of the School of Accounting and Finance. This program is accredited by the Accreditation Council for Business Schools and Programs (ACBSP), making George Brown one of only two colleges in Ontario with ACBSP accreditation. Students have the option to apply for the program with work experience by applying to B150.

Graduates of this advanced diploma program may be eligible for advanced standing in the Honours Bachelor of Commerce (Financial Services) program. Career opportunities include financial advisor/planner, financial services representative, customer service representative, and investment advisor. Graduates may also pursue credentials or certifications such as Qualified Associate Financial Planner (QAFP®) and Certified Financial Planner (CFP®) through FP Canada. A degree requirement is being introduced for those wishing to become a CFP professional.

For more information regarding field education, eligibility, and related credentials or certifications, please contact Katherine Friesen (kfriesen@georgebrown.ca), Tracey Britt (tbritt1@georgebrown.ca), or Carolyn Fallis (cfallis@georgebrown.ca).

The Business Administration – Finance program has earned international recognition from ACBSP, with fourteenth programs at the Centre for Business being accredited in total. George Brown College is now one of only two colleges in Ontario to have earned this accreditation.

Students in this program can obtain the knowledge and skills necessary to pursue careers in the financial services sector. Career options include financial advisor/planner, financial services representative, customer service representative, and investment advisor.

Graduates of the Business Administration – Finance advanced diploma may be eligible for advanced standing in the Honours Bachelor of Commerce (Financial Services) program. Eligibility will be assessed based on completion of the entire program, individual courses, and/or program GPA.

Additionally, graduates may wish to pursue other credentials or certifications in the financial services sector, such as the Qualified Associate Financial Planner (QAFP®) and Certified Financial Planner (CFP®) designations through FP Canada. However, a degree requirement is being introduced for those wishing to become a CFP professional. Please contact the provided email addresses for more information.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201425000," The text provides information about various designations/certifications that can be obtained outside of George Brown College, including the Canadian Securities Course (CSC) through the Canadian Securities Institute and the Life License Qualification Program (LLQP) through Oliver’s Learning. Students in the Business Administration – Finance program may be eligible for advanced standing in the Honours Bachelor of Commerce (Financial Services) program at George Brown.

To graduate from the B130 program, a total of 39 courses are required. The Financial Services specialization includes 35 mandatory courses, 1 Business elective, and 3 General Education electives. The Financial Planning specialization consists of 34 mandatory courses, 2 Business electives, and 3 General Education electives. Students may be required to take COMM 1000 (Introduction to College Communication) or MATH 1027 (Business Math with Remediation) before progressing to certain courses, which do not count towards the 39 courses required for graduation and will incur additional charges.

Students must complete three General Education courses chosen from at least two of the following categories: Social Sciences (GSSC), Arts and Humanities (GHUM), or Science and Technology (GSCI). It is necessary to make up any failed or dropped courses before being eligible to graduate, and some making-up courses may be offered in the evening through Continuing Education.

No specific program names or start/end dates were mentioned in the text.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201425000," The text provides information about the continuing education courses offered by the college in different semesters. Here's a summary of the factual information extracted from the text:

- The college offers continuing education courses that are equivalent to what is taught in the full-time program.
- Some courses may not be offered in every semester.
- The college provides assistance for any special timetable requirements.
- Semester 1 courses: BUS 1038, COMM 2000, ECON 1032, FIN 1003, CMMK 1087, MARK 1020, MATH 1191
- Semester 2 courses: ACCT 1001, COMM 1034, COMP 1010, FIN 1011, PSY 1129, Select One General Education Elective
- Semester 3 courses: BUS 1056, COMM 2000, FIN 1035, FIN 1011, FIN 2061, FIN 2035, MARK 1020, LAW 1011, STAT 1010, Select One General Education Elective
- Semester 4 courses: ACCT 2028, ACCT 1001, FIN 2062, FIN 2003, FIN 1011, FIN 2052, FIN 1035, FIN 2063, INS 1032, STS 1037, Select One General Education Elective
- Financial Services Specialization: Semester 5 courses: HRM 1008, COM

There is no mention of the name or type of the college in the text.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201425000," The text provides information about various courses and their prerequisites offered by the college during different semesters (Semester 5 and Semester 6). Here is the extracted information:

Semester 5:
- Courses: FIN 2054, COMP 1115, FIN 1034, Customer Service, MARK 2027, HRM 1008, FIN 2005, ACCT 2028, MARK 2027, HRM 1008
- Pre-requisites: FIN 2054 requires COMP 1115 and FIN 1034; FIN 1033 is a prerequisite for FIN 2008

Semester 6:
- Courses: BUS 1040, Project Management; BUS 1041, Small Business Management; BUS 1038, FIN 1033, Advertising & Promotion; FIN 3007, Financial Technology; FIN 2033, Introduction to Bank Financial Management; FIN 1003, Select One Business Elective (Financial Planning Specialization); MARK 2028, Marketing Financial Services; MARK 1020, Select Two Business Electives; General Education Electives, Electives
- Pre-requisites: Project Management requires no prerequisites; Small Business Management requires BUS 1040; Advanced Financial Planning & Ethics requires FIN 2054 and MARK 2028.

There is no specific mention of a program or degree offered by the college in the text.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201425000," EXTRACTED INFORMATION:

The text mentions several courses offered by the college under different departments such as Management (MGMT), Marketing (MARK), Human Resources Management (HRM), Co-operative Education and Career Development (CMMK), Business, Economics, and Computer Studies. Some of the specific courses include Global Trade Assessment (MGMT 1035), International Trade Finance (MGMT 3008), Applied Business Planning (BUS 3015), and Business Research & Report Writing (COMM 1034).

The text also mentions pre-requisites for some of the courses such as Principles of E-Business (COMP 1113) and Microeconomics (ECON 1031). There is a Field Education opportunity in Co-operative Education and Career Development, which is by application only.

Additionally, the text mentions that George Brown College has articulation agreements with several universities in Canada, the United States, and abroad, which may give students credit for their college diploma.

The program learning outcomes include skills related to financial record processing and maintenance, financial report analysis, financial planning, marketing strategy development, professional networking, and Canadian context analysis.

The text provides contact information for the Centre for Business Office to inquire about the application process for Field Education.

There are no specific mentions of years or emails in the text.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201426000," Program Offered: The text mentions a program focused on professional networking and business relationships in the finance sector. Individuals enrolled in this program will analyze and evaluate economic variables, legislation, ethics, technology, and the environment within a Canadian context. They will develop strategies for personal and professional development, coordinating team projects using project management principles.

Costs: The text provides information on domestic and international tuition fees for programs starting in Fall 2023 and Fall 2024. Domestic tuition is $3,888.00, while international tuition is $17,925.00. Additional costs, which include materials, student services, and ancillary fees, are also mentioned but their exact amounts vary depending on the program start date. These fees do not include books that students must purchase separately.

Exams: The program prepares students to write industry-credentialing exams such as Canadian Securities Course I and II (CSC I and CSC II), Qualified Associate Financial Planner (QAFP®) Exam, Certified Financial Planner® (CFP®) Exam, and Life License Qualification Program (LLQP). Fees for external exams are not included in the program fees and students should visit specific websites for information regarding exam dates and fees.

Financial Assistance: The text mentions that this program is available but no further details about financial assistance were provided.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201426000," The text provides information on various aspects of applying to George Brown College for both domestic and international students. Here is the extracted information:

1. Financial Assistance: This program is approved for OSAP funding.
2. Admission Requirements: Applicants need an Ontario Secondary School Diploma or equivalent, English (C or U) at grade 12 level, and Math (C, M or U) at grade 11 or 12 levels. Mature students may take the Admissions Assessment for English and Math or consider upgrading to achieve the required credits.
3. Course Exemptions: College and university credits may qualify for exemptions. Check out the transfer guide for more information.
4. English Language Proficiency: Proficiency in English communications is necessary for success in the program. Review the English proficiency requirements.
5. International Students: Visit the International Admissions page for country-specific admission requirements.
6. How to Apply: Domestic students should apply through Ontario Colleges, while international students should apply through the George Brown College Online Application System.
7. Contact Us: For domestic student inquiries about admission requirements or admissions process, contact the Admissions Office at [admissions@georgebrown.ca](mailto:admissions@georgebrown.ca) or visit the Admissions section. International student inquiries can be directed to the international recruitment representatives specializing by country.
8. Information Sessions: Sign up for an upcoming on-campus information session.
9. Domestic Student Admissions: Contact the Admissions Office for queries about domestic admissions, deadlines, or the admissions process.
10. International Student Admissions: Contact one of the international recruitment representatives specializing by country.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201426000," International Student Admissions:
- Contact international recruitment representatives by booking a virtual meeting or submitting an inquiry.
- Visit the International Contact Us page for more information.

Financial Aid Information:
- For inquiries about OSAP, Bursaries, Scholarships, contact FinAid@georgebrown.ca or visit the Financial Aid section.

Entry Advising:
- Make an appointment to see an Entry Advisor.
- Review frequently asked questions.

Centre for Business Contact Information:
- For general inquiries, email: business@georgebrown.ca or call: (416) 415-5000 ext. 2160.

Business Administration – Finance Program Coordinators:
- Tracey Britt, tbritt1@georgebrown.ca
- Carolyn Fallis, cfallis@georgebrown.ca
- Sam Levy, Chair, School of Accounting and Finance, Sam.Levy@georgebrown.ca

Program Location:
- Offered out of the School of Accounting and Finance.
- Classes take place at St. James Campus predominantly at 200 King St. E. and 290 Adelaide St. E., Toronto, Ontario, Canada.

Campus Tours:
- Regularly offered.
- Sign up for a campus tour or check out the virtual tour.

Related Programs:
- Financial Planning (Postgraduate) (B407)
- Business Administration – Finance (with work experience) (B150)
- Business – Accounting",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
1705971360201426000," The text does not contain any specific information about the programs offered by George Brown College beyond their names (Business Administration – Finance (with work experience) and Business – Accounting). No factual information such as years, numbers, or emails are provided in the text. Therefore, the extracted information will be an empty text.",scraped_pages/programpages2024/Business Administration – Finance Program B130 | George Brown College2024.txt
