Id,Context,file_path
1705971360441069000," Program Name: Honours Bachelor of Commerce (Financial Services)
Code: B302
Credential: Honours Bachelor's Degree
Method of Study: Full-time
Duration: 4 years (8 semesters in-class plus 1 Co-op Work Term)
Starting Months: January, September
Domestic Tuition: $8,109.00 *
International Tuition: $20,916.00 **
Centre: Business
School: Accounting & Finance
Location: St. James Campus
Program Availability: Fall 2024 (Open for both Domestic and International students), Winter 2025 (Open for Domestic students, opens Apr 8, 2024 for International students), Spring 2025 (Not Available for either Domestice or International students)
Specializations: Accounting or Financial Planning
Entrance Scholarship: $1000

* Domestic tuition fee may be subject to change.
** International tuition fee may be subject to change and does not include additional fees such as health insurance, application fees, etc.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441069000," The Honours Bachelor of Commerce (Financial Services) program at George Brown College provides students with a valuable work-integrated learning experience of no less than 14 weeks of full-time equivalent work. This experience can be completed in one block or multiple cumulative blocks. The Financial Services degree includes co-op experiences in various sectors such as financial institutions, accounting and accounting-related organizations, small businesses, not-for-profit organizations, government offices, and major corporations. Students are encouraged to pursue self-directed industry work experience opportunities. The program is accredited by the Accreditation Council for Business Schools and Programs (ACBSP). George Brown College has earned international recognition from ACBSP with fourteen programs at the Centre for Business having accreditation. The work experience usually occurs between the sixth and seventh semesters. Students must complete all 420 hours before the seventh semester.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441069000," George Brown College offers various programs with opportunities for field education and real-world experiences. One of the programs is the Honours Bachelor of Commerce (Financial Services) degree. Graduates of this program are prepared for careers in various business sectors, such as banks, financial institutions, government offices, and service organizations. They may find employment as financial services representatives, associate financial planners, personal bankers, or financial advisors.

The B322 Accounting program is accredited by the Chartered Professional Accountants (CPA) of Ontario, meeting the CPA Preparatory requirements. Graduates may be eligible for admission into the CPA Professional Education program. For more information about the CPA designation and admission requirements, visit their website.

The B302 Financial Planning program is an approved program through FP Canada and covers the core and advanced curriculum required to take the CFP examination. Information about the CFP designation can be found on the FP Canada website.

Graduates of the program may also wish to pursue additional credentials or certifications in the financial services sector, such as Qualified Associate Financial Planner (QAFP) through FP Canada and Canadian Securities Course (CSC) through the Canadian Securities Institute. The Life License Qualification Program (LLQP) can be obtained from Oliver's Learning or another approved provider followed by the Provincial Licensing exam.

Please note that the requirements for each designation/certification are set by the granting body and not George Brown College. To qualify, you need to follow the process listed on their websites and meet all applicable requirements.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441069000," The text provides information about a Honours Bachelor of Commerce degree offered by the college with two majors: Personal Financial Planning (B302) and Accounting. Students are required to complete 41 courses and one Integrated Work Experience. In the first year, all students take common courses, and after successfully completing the first year, they choose their major.

Year 1:
- Required courses: 5 courses in total (BCOM 1001, BBUS 1001, BMTH 1003, BFPL 1001 or BACC 1002, and one Liberal Studies Elective)
- Students can choose their major at the end of year one

Financial Planning Major (B302):
- Year 2:
  - Semester 3:
    - Required courses: 5 courses in total (BMTH 1002, BMTH 1003, BFPL 2102, Canadian Financial Systems, Retirement Planning, Work Experience Prep. Course, and a Liberal Studies Elective)

Additional facts:
- Students must complete 33 mandatory courses and 8 Liberal Arts courses of their choice (Arts and Humanities, Social Science or Science & Technology)
- The text mentions a transfer guide for additional future study options

No specific factual information about years, numbers, emails, or names is mentioned in the text.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441070000," The table below lists various courses offered by the college with their prerequisites, codes, semesters, and years. It also mentions some liberal studies electives and integrated work experience or academic work terms for certain semesters in the fourth year.

| Year | Semester | Code | Course Name                        | Pre-requisite                |
|------|----------|-----|-----------------------------------|------------------------------|
| 2    | N/A      |     | Accounting Major (B322)             | N/A                          |
| 3   | 5        | BACC 3002| Income Taxation I                | BACC 1002                    |
|      |          |     |                                   | BFPL 2103                    |
|      |          |     |                                   | Estate Planning             |
|      |          |     |                                   | BFSM 2001                    |
|      |          |     |                                   | BFPL 1001                    |
|      |          |     | Financial Services Marketing       | BBUS 1001                    |
|      |          |     | Corporate Finance I              | BACC 3004                    |
|      |          |     | Quantitative Methods             | BMTH 2001                    |
|      |          |     | International Finance            | BFPL 3005                    |
|      |          |     | Liberal Studies Elective         | N/A                          |
| 3    | 6        | BFPL 3003| Personal Risk Management          | None                         |
|      |          |     | Corporate Finance II             | BACC 3104                    |
|      |          |     | Income Tax Strategies            | BACC 3002                    |
|      |          |     | Selling Financial Services        | BFSM 2104                    |
|      |          |     | Liberal Studies Elective         | N/A                          |
|      |          |     | Integrated Work Experience or Academic Work Term (14 weeks) | N/A                          |
| 4    | 7        | BBUS 3103| Corporate Governance and Compliance| None                         |
|      |          |     | Investment Management            | BFPL 3002                    |
|      |          |     | Intermediate Financial Planning   | BFPL 3006                    |
|      |          |     | Management Decision-Making       | BFSM 4002                    |
|      |          |     | Liberal Studies Elective         | N/A                          |
| 4    | 8        | BFPL 4101| Advanced Personal Financial Planning| BFPL 3006                    |
|      |          |     | Portfolio Management            | BFPL 4002                    |
|      |          |     | Human Resources Management       | BBUS 1106                    |
|      |          |     | Small Business Management        | BFPL 4109                    |
|      |          |     | Family Law                      | BLAW 2004                    |
|      |          |     | Liberal Studies Elective         | N/A                          |",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441070000," The text provides a list of courses for an Accounting Major program with their respective codes, names, and pre-requisites for each semester from Year 2 to Year 4. Here's the extracted information in tabular format:

| Semester | Code   | Course Name               | Pre-Requisite     |
|----------|--------|--------------------------|-------------------|
| Year 2, SEM 3          | BACC 2001    | Intermediate Accounting I      | BACC 1002         |
| Year 2, SEM 3          | BACC 2003     | Managerial Accounting I       | BACC 1002         |
| ...            |        |                           |                   |
| Year 2, SEM 4          | BACC 2101    | Intermediate Accounting II     | BACC 2001         |
| Year 2, SEM 4          | BACC 2103     | Managerial Accounting II      | BACC 2003         |
| ...            |        |                           |                   |
| Year 3, SEM 5          | BACC 3002    | Income Taxation I            | BACC 1002         |
| Year 3, SEM 5          | BCMP 2007   | Business Management Information Systems | NONE          |
| ...             |        |                           |                   |
| Year 4, SEM 7          | BACC 3102    | Advanced Accounting I         | BACC 3105         |
| Year 4, SEM 7          | BACC 4005    | Advanced Auditing            | BACC 3001         |

Some of the courses mentioned are: Intermediate Accounting I, Managerial Accounting I, Intermediate Accounting II, Managerial Accounting II, Income Taxation I, Business Management Information Systems, and Advanced Accounting I. There's also information about the semesters for each year (Year 2 to Year 4).

Please note that no specific program or college name is mentioned in the text, so it cannot be extracted from this information.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441070000," CODE: 3103
COURSE NAME: Corporate Governance and Compliance
PRE-REQUISITES:
- BBUS 4001 (Operations Management)
- BMTH 1002
- BBUS 4102 (Strategic Management)
- BFSM 4002 (Management Decision Making)
- BACC 3112 (Advanced Accounting II)
- BACC 3102 (Liberal Studies Elective)
SEMESTER: 8
PROGRAM LEARNING OUTCOMES:
- Communicate information and concepts clearly and concisely using the most appropriate methods for the message, its purpose and its audience.
- Work effectively in teams to achieve desired goals and outcomes by managing projects, resolving conflicts, addressing differing points of view and demonstrating self-awareness, self-confidence and self-management.
- Solve business problems by interpreting data from primary and secondary sources in qualitative and quantitative analyses.
- Evaluate risk, economics, environmental, ethical, legal, political, sociological and technical factors to support strategic decisions.
- Formulate and communicate sound arguments using critical evaluation of research, personal and societal contexts.
- Develop solutions to financial problems using relevant business and statistical models.
- Assess the overall financial performance of an individual or organization and prepare appropriate financial reports.
- Adhere to appropriate professional, legal and ethical codes of conduct and comply with government and industry regulations.
- Use appropriate business software to manage data, analyze financial information and create business reports.
- Demonstrate awareness of uncertainty, ambiguity and limits of knowledge and how these might influence analysis and decisions.
- Gather and evaluate data, formulate arguments and solve problems using appropriate methods of research and enquiry.
TUITION & FEES:
- Domestic Tuition: $8,109.00 *
- International Tuition: $20,916.00 **
* For programs starting in Fall 2023
** For programs starting in Fall 2024
Note: Tuition fees are subject to board approval and amounts listed are the estimated total of tuition, materials, student service and ancillary fees for the first two semesters. Additional costs are not included.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441070000," Program: Financial Planning specialization

Fees:
- Tuition fees are subject to board approval
- Material, student service and ancillary fees are estimated and subject to change
- Does not include textbooks or exam fees for external exams (Canadian Securities Course I and II, CFP® Exam or QAFP® Exam, LLQP)

Exams:
- Canadian Securities Course I and II
- Certified Financial Planner® Exam or Qualified Associate Financial Planner Exam
- Life License Qualification Program
- Provincial examination for LLQP

Websites for exam information:
- FP Canada
- Canadian Securities Institute
- Oliver's Learning (or another approved provider)
- Financial Services Regulatory Authority of Ontario

OSAP Funding:
- Approved for OSAP funding, provided the applicant meets eligibility criteria

Admission Requirements:
- Ontario Secondary School Diploma with six grade 12 University (U) or University/College (M) courses
  - grade 12 (U) English
  - grade 12 (U) Mathematics
- Minimum grade of 60% in all prerequisite courses (English and Math)
- Minimum overall average of 65% in six grade 12 (U) or (M) courses
- Recommended courses: basic computer software applications and Mathematics of Data Management (MDM4U)
- Mature student status (19 years of age or older and no OSSD)
  - grade 12 (U) English
  - grade 12 (U) Mathematics
  - Minimum grade of 65% in English and Math.
  - Post-secondary courses in English and Mathematics will be considered (certain courses only).",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441070000," * Post-secondary courses in English and Mathematics are considered for certain programs, but there is no mature student testing for university (U-level) credits.
* Mature applicants must have the required English and Math credits.
* George Brown College's English language proficiency requirements include ESL Level 9, TOEFL score of 84 overall with a minimum of 21 in each skill band (online), IELTS score of 6.5 overall with a minimum of 6.0 in each skill band, MELAB score of 85, and CAEL overall score of 70 with a writing score of 60.
* Applicants may be required to complete English testing to demonstrate proficiency.
* Some college and university credits may qualify for exemptions, more information can be found in the transfer guide.
* George Brown College has been granted consent by the Ministry of Colleges and Universities to offer an applied degree and will apply for renewal 12 months prior to expiration.
* International students should apply through the George Brown College Online Application System and visit the International Admissions page for country-specific admission requirements.
* Information sessions are held regularly, domestic students can sign up for upcoming sessions, and inquiries about domestic admission requirements can be made to the Admissions Office at admissions@georgebrown.ca or the Admissions section.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
1705971360441071000," International Student Admissions:
- Contact international recruitment representatives by booking a virtual meeting or submitting an inquiry.
- Visit the International Contact Us page for more information.

Financial Aid:
- For inquiries about OSAP, Bursaries, Scholarships and other financial inquiries, contact FinAid@georgebrown.ca or visit the Financial Aid section.

Entry Advising:
- Make an appointment to see an Entry Advisor for advice on program options.
- Review frequently asked questions.

Centre for Business:
- Contact Centre for Business for general inquiries at business@georgebrown.ca or (416) 415-5000 ext. 2160.
- Honours Bachelor of Commerce (Financial Services) program offered out of the School of Accounting and Finance.
- Classes take place at St. James Campus, predominantly at 200 King St. E. and 290 Adelaide St. E., Toronto, Ontario, Canada.
- Campus tours offered regularly, sign up today or check out the virtual tour.
- Follow Centre for Business on Instagram and LinkedIn.
- Related programs: Business – Accounting (B103), Business Administration – Finance (B130), Business Administration – Accounting (B107).

Program Coordinators for Honours Bachelor of Commerce (Financial Services):
- Niraj Sinha, Program Co-ordinator, Financial Planning specialization: Niraj.Sinha@georgebrown.ca
- Mohammad Khan, Program Co-ordinator, Accounting specialization: Mohammad.Khan@georgebrown.ca

Canadian Securities Course offered as part of the degree program.",scraped_pages/programpages2024/Honours Bachelor of Commerce (Financial Services) Program B302 | George Brown College2024.txt
