Id,Context,file_path
1705971360396554000," Program Name: Honours Bachelor of Technology (Construction Management)
Code: T312
Credential: Honours Bachelor's Degree
Method of Study: Full-time
Duration: 4 years (1 field placement semester)
Starting Months: September
Domestic Tuition: $9,538.00 *
International Tuition: $21,045.00 **
Centre: Construction & Engineering Technologies
School: Angelo DelZotto School of Construction Management
Location: Casa Loma Campus
Experiential Learning: Mandatory Field Experience
Program Description: Ontario’s first internationally accredited four-year degree specializing in construction management. Eligible for a $1000 entrance scholarship.
Program Duration and Availability: 4 years, starting in September with mandatory field experience. Domestic and international students can apply for Fall 2024 and Winter 2025.
Tuition Fees: Domestic - $9,538.00, International - $21,045.00 per year.
* Domestic tuition fee may be subject to change.
** International tuition fee is an estimate and may vary.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396554000," The Honours Bachelor of Technology (Construction Management) program is a recognized and fully accredited construction management degree offered by the Angelo DelZotto School of Construction Management at the college. The degree requires students to complete a mandatory field experience semester, either through the Field Experience course or Prior Learning Assessment Recognition (PLAR), for a minimum of 450 hours of relevant experience in the construction management industry. Graduates may pursue various career options within the construction industry, including roles as construction managers, project managers, estimators, site superintendents, and many more. The program is accredited by the Canadian Institute of Quantity Surveyors (CIQS) and graduates qualify for Gold Seal Certification offered by the Canadian Construction Association (CCA).

Key Information:
- Honours Bachelor of Technology (Construction Management) degree
- Mandatory field experience semester (minimum 450 hours)
- Offered through Angelo DelZotto School of Construction Management
- Recognized and fully accredited by CIQS
- Graduates qualify for Gold Seal Certification from CCA
- Career options: construction manager, project manager, estimator, site superintendent, etc.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396554000," The Honours Bachelor of Technology (Construction Management) program is fully accredited by the Canadian Institute of Quantity Surveyors (CIQS). graduates are qualified to obtain professional memberships in various construction management associations, such as CIQS, and can apply for Professional Quantity Surveyors (PQS) or Construction Estimator Certified (CEC) designations. Additionally, graduates qualify for the Gold Seal Certification offered by the Canadian Construction Association (CCA), which is available for superintendents, forepeople, estimators, project managers, owner’s construction managers, and safety practitioners. The degree program is well respected in the construction sector.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396555000," The text discusses the importance of a four-year degree program in Construction Management at George Brown College according to several construction industry executives. They believe that having graduates with construction-specific skills will help meet the industry's continual requirement for construction professionals and strengthen the long-term success of the industry. The construction industry is the largest employer in the Greater Toronto Area, and there is a need for improved education and training in the sector. The text mentions several executives by name:

* Temple Harris, vice-chairman, Gillam Group
* Christopher Rick, PCL Constructors, Canada Inc.
* James Zippel, General Manager, Electrical Service & Projects, Ainsworth
* Greg Kozicz, president, Alberici Constructors, Ltd.
* Michael George, president, Trisura Insurance
* Mike Van Volsen, operations manager, Access Suspended Platforms Inc.

Graduates of the Honours Bachelor of Technology (Construction Management) program can pursue graduate studies in relevant fields. They need to directly contact universities to explore what qualified graduate school opportunities exist.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396555000," Extracted Information:
The text provides information about the required courses for a Construction Management program over six semesters in the college. Here is the list of courses and their respective codes and names:

Semester 1:
- BLDG 1106: Construction Materials
- BLDG 1153: Introduction to Construction Management
- BLDG 1156: Construction Materials Testing and Analysis
- BLDG 1157: Residential Construction Technology
- BLDG 1158: Blueprint Reading and Construction Measurement
- BLDG 1193: Technical Communications
- MATH 1151: Technical Mathematics 1
- Liberal Studies Elective

Semester 2:
- BLDG 1107: Construction Surveying
- BLDG 1162: Building Code Act and Regulations 1
- BLDG 1166: Construction Graphics 1
- BSCI 2101: Foundations in Building Science
- MATH 1181: Technical Mathematics 2
- Liberal Studies Elective

Semester 3:
- BLDG 2080: Construction Estimating 1 – Quantity Surveying
- BLDG 2081: Structural Systems in Building Construction 1
- BLDG 2109: Soils and Foundations
- BLDG 2166: Construction Graphics 2
- BSCI 3101: Applications in Building Science
- LAW 1151: Construction Law
- Liberal Studies Elective

Semester 4:
- BLDG 2082: Structural Systems in Building Construction 2
- BLDG 2105: Construction Estimating 2 – Pricing
- BLDG 2204: Commercial Construction Technology
- ECON 2005: Macro and Micro Economics
- MGMT 3101: Construction Project Scheduling
- Liberal Studies Elective

Semester 5:
- BLDG 2111: Highrise Construction Technology
- BLG 3025: Construction Estimating 3 – Bidding
- BLG 3041: Mechanical and Electrical Construction
- BLG 3043: Construction Health and Safety
- BLG 3044: Construction Site Engineering
- BLG 3045: Heavy Construction 1
- BLG 3055: Work Term Preparation 1
- Liberal Studies Elective

Semester 6:
- BLDG 3166: Construction Project Accounting
- BLDG 3167: Construction Cost Control
- BLDG 3168: Capstone 1 – Bid Competition

The text also mentions that students have pursued further studies at universities such as University of Waterloo, Columbia University, and Toronto Metropolitan University. However, no information about the specific programs or degrees they studied is provided in the text.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396555000," The text provides information about various courses offered in a construction-related program at George Brown College. Here are the factual information and entities extracted from the text:

* The courses are offered in Semesters 7 and 8.
* Some of the courses are held in Buildings 3168, 3169, 3175, 3177, and 4020.
* The course codes and names include TCOP 1001, Course Name, BLDG 3152, BLDG 3170, BLDG 3178, MGMT 4050, MGMT 4052, MGMT 4090, and MGMT 4091.
* Some courses have titles such as ""Field Experience (450 hours)"", ""Economics of Project Development"", ""Preconstruction Cost Planning"", ""Applications in Building Information Modeling (BIM)"", ""Decision Analysis and Critical Thinking"", ""Research Methods"", ""Construction Risk Management"", ""Sustainable Construction"", ""Capstone 2 - Industry Research"", and ""Building Commissioning"".
* Some courses are related to management, construction quality practices, construction contract administration, liberal studies, heavy construction, economics, preconstruction cost planning, applications in building information modeling (BIM), decision analysis and critical thinking, research methods, construction risk management, sustainable construction, capstone 2 - industry research, building commissioning, project financial monitoring, construction project procurement, leadership and ethics for construction managers.
* Some courses have prerequisites or may be subject to change.
* The college phone number for degree information is 416-415-5000, ext. 6297.
* The email address for degree information is construction\_degree@georgebrown.ca.
* Students from certain George Brown College programs or comparable programs at other Ontario colleges may be eligible to enter a degree completion pathway to this program.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396555000," The graduate of this construction management program is expected to be able to use relevant media for communication, analyze past project performance, manage projects safely and ethically, apply various management tools and techniques, value diversity, develop teams, manage people in the construction industry, analyze technical problems, apply business principles, evaluate risks, create technical documents, and behave ethically. Domestic tuition for the first two semesters of the program starting in Fall 2023 is $9,538, international tuition is $21,045, and additional costs are estimated at $X for the first two semester but are subject to change. The fees do not include books or the cost of a field placement for international students. Financial assistance is available under the OS program.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396555000," Program: This program is approved for OSAP funding. It is an applied degree program, and the name of the school offering it is the Angelo DelZotto School (no specific name of the program is mentioned in the text).

Financial Assistance: The program is approved for OSAP funding.

Admission Requirements: Applicants need an Ontario Secondary School Diploma with six grade 12 University (U) or University/College (M) courses, including grade 12 (U) English and any grade 12 (U) Mathematics. A minimum grade of 60% in English and Math is required, along with an overall average of 65% in six grade 12 (U) or (M) courses. Mature students can apply if they are 19 years old or above and have no OSSD. In this case, they need to have grade 12 (U) English and Mathematics and a grade of 65% or higher in English and Math. Post-secondary courses in English and Mathematics will be considered for mature applicants.

English Language Proficiency: George Brown College ESL Level 9, TOEFL 84 overall with 21 in each skill band (Online), IELTS 6.5 overall with 6.0 in each skill band, MELAB 85, or CAEL overall 70 (writing 60) is required for proficiency in English communication.

International Students: More information can be found on the International Admissions page regarding country-specific admission requirements.

Duration of Consent: The college has been granted a consent by the Ministry of Colleges and Universities to offer this applied degree for a seven-year term starting May 7, 2018.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396556000," The Angelo DelZotto School of Construction Management at George Brown College has the following admission requirements for students:

1. Recommendation of owning or purchasing a laptop and arranging for home Internet service with 25 to 40 Mbps and a ping time of 20–100 ms.
2. Laptop specifications:
   - Operating system: Windows 10 Home 64-bit English
   - Processor: 9th Generation Intel® Core™ i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores)
   - Memory (RAM): 16GB (2x8GB DDR4 2666MHz)
   - Disk space: 256GB M.2 PCIe NVMe Solid State Drive (Boot) + 1TB 5400 rpm 2.5"" SATA hard drive (Storage)
   - Display card: NVIDIA® GeForce RTX™ 2060 6GB GDDR6
   - Connectivity: 802.11ac WiFi and Bluetooth, 2 x 2
   - Ports: 1x HDMI 2.0; 3x SuperSpeed USB 3.1 Gen 1 Type-A including 1x with PowerShare; 1x 2-in-1 SD / MicroMedia Card slot; 1x Wedge lock slot
   - Screen size: minimum 15.6 inch FHD(1920 x 1080) 300nits IPS Anti-Glare LED Backlit display with 144Hz refresh rate
   - Audio: 1 combo headphone / microphone jack
3. Domestic students should apply through Ontario Colleges.
4. International Students should apply through the George Brown College Online Application System.
5. Contact Information:
   - Phone: 416-415-5000, ext. 6297
   - Email: construction_degree@georgebrown.ca
   - Office hours: 8 a.m. – 4 p.m., room E228
6. The Centre for Construction and Engineering Technologies (CCET) Industry Liaison Office (ILO) hosts open houses typically in the autumn and spring. For more information visit the Construction and Engineering Open House page.
7. General information about George Brown College can be obtained by calling the Contact Centre at 416-415-2000 (TTY 1-877-515-5559) or long distance 1-800-265-2002.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
1705971360396556000," Contact Information:
- Phone number (local): -515-5559
- Phone number (long distance): 1-800-265-2002
- Email for international inquiries: Not provided in the text
- International recruitment representatives specialized by country of origin: Available for virtual meetings or inquiries
- Link to International Contact Us page: Not provided in the text
- Campus information sessions: Sign up link provided
- Construction Engineering Technology (T105), Civil Engineering Technology (T164), Construction Management (for Internationally Educated Professionals) (Postgraduate) (T403): Related programs mentioned.

Campus Tours and Application Assistance:
- Campus tours: Sign up link provided
- Application resources: Sign up link provided

Email Communications Consent:
- Users consent to receive email communications from George Brown College.
- They understand they can unsubscribe at any time.",scraped_pages/programpages2024/Honours Bachelor of Technology Program (Construction Management) T312 | George Brown College2024.txt
