Id,Context,file_path
1705971358774130000," There are several external awards and scholarships available for students based on specific demographics and eligibility requirements. Here are some examples:

1. A bursary worth CA$2,000 is awarded annually to two female candidates living with epilepsy to further their education or career. (ELIGIBILITY: Female candidates living with epilepsy)
2. The B. Harper Bull Scholarship Awards provide scholarships valued at CA$4,000 each to students pursuing a future career in the environmental or cultural heritage sectors. (ELIGIBILITY: Students pursuing a future career in the environmental or cultural heritage sectors)
3. The Barbados Canada Foundation offers 91 scholarships valued at CA$286,000 in total to Barbadian youth pursuing post-secondary education in Canadian universities and colleges. (ELIGIBILITY: Youth of Barbadian heritage)
4. Scholarships worth CA$4,000 each are available for students who identify as part of the LGBTTTQ community, who are in financial need, and who are Ontario residents. (ELIGIBILITY: Students who identify as part of the LGBTTTQ community, who are in financial need, and who are Ontario residents)
5. Scholarships worth CA$4,000 each are awarded to aboriginal students in full-time post-secondary studies who took at least 12 months off from education prior to returning (mature students) and who have completed at least one academic year of a multi-year program. (ELIGIBILITY: Aboriginal students who took at least 12 months off from education prior to returning to full-time post-secondary studies and who have completed at least one academic year of a multi-year program)
6. 176 scholarships worth CA$25,000 each will be awarded over five years to college and university students in honor of the victims of the PS752 flight disaster. (ELIGIBILITY: Canadian and international college and university students)

APPLICATION DEADLINE: June 16, 2023
WEBSITE: Barbados Canada Foundation website
EMAIL: N/A
CONTACT INFORMATION: N/A","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774131000," The Flight PS752 Commemorative Scholarship Program is open for academic year 2023-2024. Scholarships worth an average of $25,000 will be granted. A minimum of 70% of the scholarships are reserved for international students. Family members of victims of flight PS752 will be prioritized. Applicants need to provide reasons for applying, their understanding and awareness of the tragedy, connections with the victims, and plans on how to honor their legacies. Application deadline is October 31, 2023.

Eligible applicants are Canadian Forces members, their dependents, or students living in a CHFT member cooperative entering their first year of college based on financial need and positive contributions. Scholarships may also be awarded to full-time hard-of-hearing or deafened students, students demonstrating financial need and potential to succeed, and permanent residents of Bruce or Grey County showing commitment to stronger communities.

The CICan Paul and Gerri Charette Bursary Program offers financial support to post-secondary students who demonstrate financial need and face challenges in participating and completing their education. Eligibility requires that the student has not attended a post-secondary institution before.

For more information on various scholarships, please visit international.gc.ca or clwalkerton.org.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774131000," Title: CSA Group Undergraduate Research Scholarship and Electro-Federation Canada Scholarships

1. CSA Group Undergraduate Research Scholarship:
   - Purpose: To support undergraduate students in the pursuit of novel research related to standards.
   - Application Deadline: January 31, 2024
   - Notice of Award: March 15, 2024
   - Award Acceptance: April 1, 2024
   - Eligibility: Students must be enrolled in their second year or higher for full-time studies in a degree program at an accredited Canadian university or college.
   - Research Details: The research can be conducted in any field and must include standards as a central component.
   - Terms of Award: CSA Group will provide access to CSA standards, as needed, for the project.

2. Electro-Federation Canada Scholarships:
   - Wide array of scholarship opportunities with diverse criteria.
   - For detailed criteria and application instructions, visit the Students Awards Office or search through the brochure on the website.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774131000," Extracted Information:

1. OFCP Scholarship:
   - Criteria: For students with cerebral palsy who are Lifetime Members of OFCP, enrolled in an Ontario College or University, and have completed their first year. Enrolment in disability-related programs is an asset.
   - Application Deadline: Not specified in the text.
   - Eligibility: Students with cerebral palsy, current Lifetime Members of OFCP, enrolled in an Ontario College or University, and have completed their first year.
   - How to Apply: Through the Students Awards Office or the OFP funding page.
   - Award: Not specified in the text.

2. EDC Scholarships:
   - Criteria: For international business post-secondary students at Canadian universities and colleges, and for post-secondary students representing diverse backgrounds.
   - Application Deadline: March 1, 2024.
   - Eligibility: International business post-secondary students at Canadian universities and colleges, and post-secondary students from diverse backgrounds.
   - How to Apply: Not specified in the text.

3. Contract Mint Scholarship:
   - Criteria: For students interested in freelancing with a minimum 3.0 GPA.
   - Application Deadline: Not specified in the text.
   - Eligibility: Students with a minimum 3.0 GPA interested in freelancing.
   - How to Apply: By submitting an essay answering ""What is your #1 advice to future freelancers?"".

4. Scholarship for a High School Graduate:
   - Criteria: For students graduating high school based on financial need and outstanding citizenship.
   - Application Deadline: Not specified in the text.
   - Eligibility: Students graduating high school based on financial need and outstanding citizenship.
   - How to Apply: Not specified in the text.

5. Horatio Alger Canadian Scholarship:
   - Criteria: For students with a Caribbean/African background who demonstrated remarkable academic achievement or progress through high school while being involved in the community or high school, and have financial need.
   - Application Deadline: Not specified in the text.
   - Eligibility: Students with a Caribbean/African background who demonstrated remarkable academic achievement or progress through high school while being involved in the community or high school, and have financial need.
   - How to Apply: Not specified in the text.

6. Emerge Creative Talent Scholarship:
   - Criteria: For emerging creative talent from across Canada wanting to enter the advertising industry.
   - Application Deadline: Not specified in the text.
   - Eligibility: Non-professional Canadian residents over the age of 16, all fields of creativity related to the advertising community will be considered (e.g., writers, art directors, filmmakers, recording artists, illustrators, digital artists, etc.).
   - How to Apply: Not specified in the text.
   - Award: A minimum of $5000 will be awarded.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774131000," There are several scholarships with different criteria announced in the text. I have extracted the following factual information from the text:

1. Job-Applications.ca Annual Scholarship for Working Parents in Canada:
   - Award amount: A minimum of $5000
   - Eligibility: Canadian citizen or landed immigrant, enrolled as a full-time or part-time student at an accredited Canadian post-secondary institution with a GPA of 3.0 or higher. Applicants are required to submit a 600-1000 word essay discussing experiences as a parent working their way through school and explain three pieces of advice that would be given to someone in a similar situation.

2. Knowledge First Financial Graduate Scholarships:
   - Award amount: Ten (10) scholarships
   - Eligibility: Students continuing their academic journey at the graduate level
   - Additional requirement for student beneficiaries of Knowledge First Financial: N/A
   - Website: <https://knowledge-first-financial.scholarshipscanada.com>

3. Scholarship for Exemplary Leadership in Eliminating Racial Discrimination:
   - Award amount: N/A
   - Eligibility: 16 to 25-year-old student nominated by their high school or a community organization

4. Spina Bifida and Hydrocephalus Scholarship (Windsor district):
   - Award amount: N/A
   - Eligibility: Student with Spina Bifida and/or Hydrocephalus, permanent resident of the Windsor district based on academic merit and financial need.

5. moneyGenius Scholarships:
   - Award amounts: Two $2,000 scholarships (moneyGenius scholarship and creditcardGenius scholarship)
   - Eligibility: Canadian students enrolled in full-time undergraduate or graduate studies

Application deadlines or websites are provided for some of the scholarships. I recommend checking the respective websites for more detailed information.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774132000," There are several scholarships mentioned in the text with the following details:

1. **Metal Supermarkets Trade School Scholarship**
   - Application Deadline Date: October 6, 2023
   - Eligibility: Open to individuals interested in attending a trade school education or continuing their education in the field of skilled trades.
   - Required Documents and Application Process: Not specified in the text.
   - Submission Deadline: June 30, 2023
   - Website for more information and application forms: <https://www.metalsupermarkets.com/trade-school-scholarship>

2. **PCK IP Scholarships**
   - Multiple awards are available with different eligibility criteria (children of National Union of Public and General Employees, students with permanent disabilities)
   - Application should be sent to: internship@rootscs.org
   - Application deadline: March 1, 2023

3. **Pink Pearl Canada Scholarship**
   - For Canadians who self-identify as female, involved in their community, attending a post-secondary institution this fall and have been diagnosed with cancer between the ages of 18 and 40.
   - $1,000 scholarship
   - Application and more information can be found at: <https://pinkpearlcanada.org/scholarship/>","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774132000," There are several scholarships with different application deadlines, eligibility criteria, and award amounts mentioned in the text. I'll extract the relevant information for each scholarship below:

1. RBC Royal Bank Scholarships (for students in pipeline construction industry):
   - Application deadline: March 3rd, 2023.
   - Eligibility: An applicant must be a son, daughter, or ward of someone whose principal income is derived from the pipeline construction industry.
   - More information can be found on the RBC site.

2. The Reason One Mentorship & Scholarship Program (for Black students in tech):
   - Application deadline: May 7, 2023.
   - Eligibility: Black students who are enrolled or recently accepted in a digital-related program and pursuing or planning to pursue a career in the tech industry.
   - This program focuses on removing barriers for Black students in tech career paths.

3. Scholarship for veterans, children/grandchildren of veterans, or those associated with the Legion:
   - Eligibility: Students enrolled in or accepted into a vocational/skills training program or an undergraduate degree program and demonstrate financial need.
   - Only residents of Soroptimist International of the Americas' member countries and territories are eligible to apply for this educational grant.
   - No specific application deadline mentioned.

4. The Used Cars Dealership Scholarship:
   - Application deadline: Not specified in the text.
   - Eligibility: Students pursuing graduation or have obtained a graduate degree.
   - Topic: Write a view on any of the following topics: [Scholarship Details: not provided in the text].
   - Award amount: 750 CAD.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774132000," Scholarship 1 - Start Proud Scholarship:
- Applicant Eligibility: Students pursuing graduation or have obtained graduate degree this year from USA and Canada.
- Average GPA: 3.0
- Start date of scholarship: Wednesday, November 1st, 2023.
- Last date of applying scholarship: Thursday, October 31st, 2024.
- Winner announce date: Friday, November 15th, 2024.
- Procedure: Applicants must submit a unique essay on any topic mentioned and ensure the length is minimum 500 words. Essay submission should include applicant's full name, mailing address, email address, phone number, university name, scheduled graduation date, current GPA, and essay. Winners will be informed via email or updated on the website and are required to confirm acceptance of the scholarship for funding.
- Topics: Not mentioned in the text

Scholarship 2 - Inclusion Scholarship & Internship program:
- Support for Black and Indigenous youth in Canada
- Financial assistance and practical work experience
- Each student limited to one scholarship and internship, although fewer than twenty may be awarded
- Scholarships are $5,000 CAD per year, available for one academic year per applicant
- Includes a four month paid summer internship with Sun Life from May 2024 to August 2024
- Career and professional mentorship during the internship from Sun Life management team
- Application: Available on StartProud's scholarship page: https://startproud.org/l2bpo/","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774132000," The Sun Life scholarship and internship program has the following requirements:

1. Students can apply by submitting an online application which includes a 500-word personal essay or a 3-5 minute video essay, a one page resume, and unofficial transcripts of academic records.
2. The application deadline is November 17th, 2023 at 1:00 PM EST.
3. Applicants will be notified if they were successful or not after the applications are reviewed and assessed.
4. Applicants should add awards@univcan.ca to their safe senders in their junk email options to continue receiving important messages from SPC.
5. Supporting documentation, including documents that are missing or incomplete, must be received by SPC on or before November 17th, 2023 at 1:00 PM EST for an application to be considered.
6. The application process is managed online.

There is no explicit mention of the name or type of program offered by the college in the text.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
1705971358774132000," The text provides information about various scholarships offered by TD and WE Care Canada for students in Canada. Here's the factual information extracted from the text:

1. Application deadline for the Indigenous Student Scholarships is November 17, 2023, by 1:00 PM EST.
2. The Indigenous Student Scholarships have the following criteria: open to students in their final year of high school or CEGEP in Canada, minimum overall grade average of 75% in their most recently completed school year, and demonstrated community leadership. TD Scholarship for Indigenous Peoples will help recipients with tuition, living expenses, and exploring employment opportunities at TD. Students must apply online through the website: Indigenous Student Scholarships Grants And Bursaries (td.com).
3. The Terry Fox Humanitarian Award recognizes humanitarian volunteer work, and students can apply until November 6, 2023. There is no set discipline for students to study.
4. The Kevin Collins Abilities Scholarship is worth $3,000 and is awarded at the annual gala in the fall. Eligible applicants must have at least one full semester left in their post-secondary education. Students must send their application package to info@wecare-canada.org with the subject line ‘SCHOLARSHIP’ by March 31, 2023.
5. The R. Samuel McNaughton Scholarship is granted for outstanding post-secondary achievement by black students in Ontario.
6. American Hat Makers Scholarship – No information provided about the application process or deadline.

Therefore, there's no key information related to the program offered by the college from the given text. However, I hope the extracted information is helpful for those looking for scholarship opportunities.","scraped_pages/otherpages/External Awards, Scholarships & Bursaries | George Brown College.txt"
